capitão (militar);https://iisg.amsterdam/resource/hisco/code/hisco/58320
capitão de mar e guerra;https://iisg.amsterdam/resource/hisco/code/hisco/58320
capitão de navios;https://iisg.amsterdam/resource/hisco/code/hisco/04215
capitão mor;https://iisg.amsterdam/resource/hisco/code/hisco/58330
capitão tenente;https://iisg.amsterdam/resource/hisco/code/hisco/58320
carcereiro;https://iisg.amsterdam/resource/hisco/code/hisco/58930
cardador/cardadeira;https://iisg.amsterdam/resource/hisco/code/hisco/75135
cardador/cardadeira;https://iisg.amsterdam/resource/hisco/code/product/26
cardador de emborrar;https://iisg.amsterdam/resource/hisco/code/hisco/75135
cardador de encanudar;https://iisg.amsterdam/resource/hisco/code/hisco/75135
cardador de lã;https://iisg.amsterdam/resource/hisco/code/hisco/75135
cardador de pelo (ind.chapelaria);https://iisg.amsterdam/resource/hisco/code/hisco/75945
cardeiro;https://iisg.amsterdam/resource/hisco/code/hisco/83560
cardoeiras;https://iisg.amsterdam/resource/hisco/code/hisco/75190
carneireiro;https://iisg.amsterdam/resource/hisco/code/hisco/62430
carniceiro;https://iisg.amsterdam/resource/hisco/code/hisco/77320
carniceiro;https://iisg.amsterdam/resource/hisco/code/product/2
carpinteiro;https://iisg.amsterdam/resource/hisco/code/hisco/81000
carpinteiro de bordo;https://iisg.amsterdam/resource/hisco/code/hisco/95455
carpinteiro de carros;https://iisg.amsterdam/resource/hisco/code/hisco/81925
carpinteiro de machado;https://iisg.amsterdam/resource/hisco/code/hisco/95440
carpinteiro de moldes;https://iisg.amsterdam/resource/hisco/code/hisco/81935
carpinteiro de seges;https://iisg.amsterdam/resource/hisco/code/hisco/81920
carpinteiro na ribeira;https://iisg.amsterdam/resource/hisco/code/hisco/95440
carpinteiro naval;https://iisg.amsterdam/resource/hisco/code/hisco/95440
carregador (minas);https://iisg.amsterdam/resource/hisco/code/hisco/71150
carregador da alfândega;https://iisg.amsterdam/resource/hisco/code/hisco/97125
carreiro;https://iisg.amsterdam/resource/hisco/code/hisco/98620
carreiro de parelhas;https://iisg.amsterdam/resource/hisco/code/hisco/98620
carreiro raso;https://iisg.amsterdam/resource/hisco/code/hisco/98620
carreiro raso;https://iisg.amsterdam/hisco/code/status/33
carreteiro;https://iisg.amsterdam/resource/hisco/code/hisco/98620
carreteiro de vinho;https://iisg.amsterdam/resource/hisco/code/hisco/98620
carrinho;https://iisg.amsterdam/resource/hisco/code/hisco/71190
carroceiro;https://iisg.amsterdam/resource/hisco/code/hisco/98620
carteiro;https://iisg.amsterdam/resource/hisco/code/hisco/37030
cartonageira;https://iisg.amsterdam/resource/hisco/code/hisco/91025
carvoeiro;https://iisg.amsterdam/resource/hisco/code/hisco/41030
carvoeiro;https://iisg.amsterdam/resource/hisco/code/product/33
caseira;https://iisg.amsterdam/resource/hisco/code/hisco/62610
caseiro;https://iisg.amsterdam/resource/hisco/code/hisco/61115
castelhano;https://iisg.amsterdam/resource/hisco/code/hisco/-1
castrador;https://iisg.amsterdam/resource/hisco/code/hisco/62490
catraeiro;https://iisg.amsterdam/resource/hisco/code/hisco/98190
cauteleiro;https://iisg.amsterdam/resource/hisco/code/hisco/45290
cavador;https://iisg.amsterdam/resource/hisco/code/hisco/62105
cavalariço;https://iisg.amsterdam/resource/hisco/code/hisco/62490
caçador;https://iisg.amsterdam/resource/hisco/code/hisco/64960
cebeiro;https://iisg.amsterdam/resource/hisco/code/hisco/94960
ceifador;https://iisg.amsterdam/resource/hisco/code/hisco/62290
ceifador;https://iisg.amsterdam/resource/hisco/code/product/1
ceifador de trigo;https://iisg.amsterdam/resource/hisco/code/hisco/62290
ceifador de trigo;https://iisg.amsterdam/resource/hisco/code/product/1
ceifando erva;https://iisg.amsterdam/resource/hisco/code/hisco/62290
ceifando erva;https://iisg.amsterdam/resource/hisco/code/product/1
ceifeiro/ceifeira;https://iisg.amsterdam/resource/hisco/code/hisco/62290
ceifeiro/ceifeira;https://iisg.amsterdam/resource/hisco/code/product/1
